invoice_id,vendor_id,vendor_state,vendor_tier,vendor_registration_date,vendor_age_years,disaster_program,category,item,unit,quantity,unit_price,reference_unit_price,price_deviation,total_amount,invoice_datetime,payment_mode,is_anomaly_test_label,anomaly_type_test_only
INV-014402,VEND-0553,Bihar,regular,2019-02-26,6.784,Odisha Cyclone Relief 2025,Clothing & Bedding,Adult Clothing Set,set,8,356.48,392.73,-0.0923,2851.84,2025-12-09 15:59:15,UPI,0,
INV-014403,VEND-0123,Maharashtra,core,2015-10-03,9.823,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,606,95.96,98.68,-0.0276,58151.76,2025-07-30 11:59:10,UPI,0,
INV-014404,VEND-0402,Odisha,occasional,2018-11-05,7.652,Bihar Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,40,14.17,13.12,0.08,566.8,2026-07-01 10:36:05,UPI,0,
INV-014405,VEND-0085,Kerala,core,2019-03-06,7.28,Bihar Flood Relief 2026,Food & Nutrition,Wheat Flour (kg),kg,220,37.5,37.03,0.0127,8250,2026-06-16 9:28:10,Bank Transfer (RTGS),0,
INV-014406,VEND-0015,West Bengal,regular,2015-07-11,11.083,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,69,68.91,63.09,0.0922,4754.79,2026-08-10 15:55:17,Bank Transfer (NEFT),0,
INV-014407,VEND-0269,West Bengal,core,2026-03-01,0,Odisha Cyclone Relief 2025,Shelter & NFI,Sleeping Mat,unit,32,238.9,230.05,0.0385,7644.8,2026-03-01 10:59:44,Bank Transfer (NEFT),0,
INV-014408,VEND-0111,Assam,regular,2015-04-19,11.247,Assam Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,750,102.66,101.46,0.0118,76995,2026-07-18 18:09:05,Bank Transfer (NEFT),0,
INV-014409,VEND-0034,Himachal Pradesh,regular,2014-03-08,11.42,Kerala Landslide Relief 2025,WASH,ORS Packet,packet,99,21.63,21.16,0.0222,2141.37,2025-08-08 19:13:41,Bank Transfer (NEFT),0,
INV-014410,VEND-0435,West Bengal,core,2013-03-26,12.359,Assam Flood Relief 2025,WASH,Jerry Can 20L,unit,22,185.64,186.73,-0.0058,4084.08,2025-08-04 10:45:20,UPI,0,
INV-014411,VEND-0207,West Bengal,core,2023-02-03,2.702,Odisha Cyclone Relief 2025,Shelter & NFI,Solar Lantern,unit,10,700.66,702.85,-0.0031,7006.6,2025-10-17 8:22:52,Bank Transfer (NEFT),0,
INV-014412,VEND-0086,Odisha,core,2013-11-06,12.668,Assam Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,24,0.5,648.31,-0.9992,12,2026-07-08 9:16:30,Bank Transfer (RTGS),1,high_price_deviation
INV-014413,VEND-0438,Assam,regular,2018-10-20,7.091,Odisha Cyclone Relief 2025,Shelter & NFI,Sleeping Mat,unit,33,221.17,227.86,-0.0294,7298.61,2025-11-22 1:36:17,Bank Transfer (RTGS),1,odd_hour_transaction
INV-014414,VEND-0192,Bihar,regular,2021-05-12,5.136,Assam Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,35,282.97,268.13,0.0553,9903.95,2026-07-01 14:33:16,Bank Transfer (NEFT),0,
INV-014415,VEND-0509,Assam,regular,2013-04-01,11.945,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,574,101.7,100.12,0.0158,58375.8,2025-03-12 16:08:06,Cheque,0,
INV-014416,VEND-0117,Maharashtra,occasional,2017-10-22,8.025,Odisha Cyclone Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,43,443.87,438.73,0.0117,19086.41,2025-10-31 9:01:19,Bank Transfer (NEFT),0,
INV-014417,VEND-0309,Odisha,regular,2019-10-13,5.566,Maharashtra Drought Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,163,99.25,94.77,0.0473,16177.75,2025-05-07 15:01:44,Bank Transfer (NEFT),0,
INV-014418,VEND-0271,Assam,core,2022-06-15,4.027,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,23,45.95,45.5,0.0099,1056.85,2026-06-25 15:39:51,UPI,0,
INV-014419,VEND-0257,West Bengal,occasional,2012-08-01,13.845,Bihar Flood Relief 2026,Food & Nutrition,Ready-to-eat Meal Packet,packet,79,69.47,69.18,0.0042,5488.13,2026-06-06 9:02:28,Bank Transfer (NEFT),0,
INV-014420,VEND-0497,West Bengal,regular,2013-02-22,13.41,Assam Flood Relief 2026,Medical & Health,First Aid Kit,kit,11,582.27,546.65,0.0652,6404.97,2026-07-22 11:17:39,Cheque,0,
INV-014421,VEND-0365,Bihar,regular,2013-01-29,12.764,Odisha Cyclone Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,3,6442.54,6476.38,-0.0052,19327.62,2025-11-04 14:49:10,Bank Transfer (NEFT),0,
INV-014422,VEND-0608,Odisha,core,2013-11-19,11.491,Maharashtra Drought Relief 2025,Clothing & Bedding,Winter Jacket,unit,32,616.53,618.24,-0.0028,19728.96,2025-05-17 12:02:00,Bank Transfer (NEFT),0,
INV-014423,VEND-0389,West Bengal,core,2025-02-07,0.734,Odisha Cyclone Relief 2025,Clothing & Bedding,Children's Clothing Set,set,111,268.9,272.3,-0.0125,29847.9,2025-11-02 0:06:42,Bank Transfer (NEFT),0,
INV-014424,VEND-0535,Kerala,core,2013-08-14,12.2,Assam Flood Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,909,14.42,14.04,0.0271,13107.78,2025-10-26 12:32:04,Bank Transfer (NEFT),0,
INV-014425,VEND-0650,Kerala,core,2019-07-24,6.119,Kerala Landslide Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,68,92.45,92.63,-0.0019,6286.6,2025-09-05 15:48:30,Bank Transfer (NEFT),0,
INV-014426,VEND-0069,West Bengal,core,2013-06-01,12.493,Odisha Cyclone Relief 2025,Food & Nutrition,Salt (kg),kg,414,18.96,19.21,-0.013,7849.44,2025-11-28 16:14:28,Bank Transfer (NEFT),0,
INV-014427,VEND-0400,West Bengal,regular,2020-08-15,5.974,Assam Flood Relief 2026,Clothing & Bedding,Adult Clothing Set,set,39,399.69,416.22,-0.0397,15587.91,2026-08-06 12:00:35,Bank Transfer (NEFT),0,
INV-014428,VEND-0050,Maharashtra,core,2015-03-07,10.396,Kerala Landslide Relief 2025,Logistics & Transport,Diesel (litre),litre,1680,112.81,100.04,0.1276,189520.8,2025-07-29 20:48:26,UPI,1,subtle_combination_anomaly
INV-014429,VEND-0404,Odisha,core,2017-12-01,7.937,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,2,575.21,560.11,0.027,1150.42,2025-11-08 2:30:45,Bank Transfer (NEFT),0,
INV-014430,VEND-0261,Kerala,core,2020-10-27,4.493,Maharashtra Drought Relief 2025,Food & Nutrition,Nutrition Supplement Sachet,sachet,788,21.03,24.12,-0.1281,16571.64,2025-04-25 18:43:19,Bank Transfer (NEFT),0,
INV-014431,VEND-0059,Assam,core,2014-06-25,11.121,Maharashtra Drought Relief 2025,Shelter & NFI,Rope (50m coil),coil,41,261.81,262.29,-0.0018,10734.21,2025-08-08 11:47:27,UPI,0,
INV-014432,VEND-0271,Assam,core,2022-06-15,4.038,Bihar Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,226,13.8,13.76,0.0029,3118.8,2026-06-29 19:46:08,Bank Transfer (NEFT),0,
INV-014433,VEND-0302,Himachal Pradesh,core,2016-04-30,9.27,Assam Flood Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,11,7848.55,7515.33,0.0443,86334.05,2025-08-07 16:40:24,Bank Transfer (NEFT),0,
INV-014434,VEND-0473,Kerala,core,2023-07-24,1.73,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,7,680.12,603.15,0.1276,4760.84,2025-04-16 9:57:52,Bank Transfer (RTGS),0,
INV-014435,VEND-0203,Odisha,regular,2018-04-06,8.301,Himachal Cloudburst Relief 2026,Logistics & Transport,Diesel (litre),litre,214,101.8,100.51,0.0128,21785.2,2026-07-25 14:50:27,UPI,0,
INV-014436,VEND-0437,Bihar,core,2023-06-07,3.143,Himachal Cloudburst Relief 2026,Shelter & NFI,Blanket,unit,7,336.63,333.78,0.0085,2356.41,2026-07-29 12:41:31,UPI,0,
INV-014437,VEND-0211,Kerala,regular,2018-03-30,8.227,Assam Flood Relief 2026,WASH,Bleaching Powder (kg),kg,191,73.92,69.88,0.0578,14118.72,2026-06-21 14:04:13,Bank Transfer (NEFT),0,
INV-014438,VEND-0451,West Bengal,core,2023-04-29,3.149,Bihar Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,611,110.87,100.02,0.1085,67741.57,2026-06-22 20:07:15,UPI,0,
INV-014439,VEND-0578,West Bengal,regular,2014-04-12,11.332,Assam Flood Relief 2025,Medical & Health,First Aid Kit,kit,60,512.39,506.98,0.0107,30743.4,2025-08-11 9:27:37,Cheque,0,
INV-014440,VEND-0650,Kerala,core,2019-07-24,7.05,Assam Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,1533,14.03,14.16,-0.0092,21507.99,2026-08-11 10:39:07,Bank Transfer (NEFT),0,
INV-014441,VEND-0497,West Bengal,regular,2013-02-22,13.415,Bihar Flood Relief 2026,Medical & Health,First Aid Kit,kit,32,468.69,528.42,-0.113,14998.08,2026-07-24 9:39:36,Bank Transfer (NEFT),0,
INV-014442,VEND-0417,Maharashtra,core,2014-08-07,11.88,Bihar Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,14,236.73,242.05,-0.022,3314.22,2026-06-24 16:05:24,Bank Transfer (NEFT),0,
INV-014443,VEND-0343,Bihar,occasional,2026-07-08,0,Bihar Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,16,215.86,236.7,-0.088,3453.76,2026-07-08 14:20:42,Bank Transfer (RTGS),0,
INV-014444,VEND-0275,Odisha,regular,2021-04-19,4.246,Kerala Landslide Relief 2025,Clothing & Bedding,Children's Clothing Set,set,22,247.5,265.62,-0.0682,5445,2025-07-18 15:49:59,Bank Transfer (RTGS),0,
INV-014445,VEND-0594,Maharashtra,regular,2020-12-11,5.593,Assam Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,16,273.12,277.75,-0.0167,4369.92,2026-07-16 18:27:15,Bank Transfer (RTGS),0,
INV-014446,VEND-0588,Kerala,regular,2015-08-17,10.943,Himachal Cloudburst Relief 2026,Food & Nutrition,Nutrition Supplement Sachet,sachet,903,25.49,27.3,-0.0663,23017.47,2026-07-27 9:53:56,Bank Transfer (RTGS),0,
INV-014447,VEND-0599,Himachal Pradesh,occasional,2021-10-12,4.693,Assam Flood Relief 2026,WASH,Sanitary Napkin Pack,pack,198,61.16,65.58,-0.0674,12109.68,2026-06-22 13:06:12,Cheque,0,
INV-014448,VEND-0230,West Bengal,core,2025-11-16,0.052,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,2,599.11,564.79,0.0608,1198.22,2025-12-05 19:49:54,Cheque,0,
INV-014449,VEND-0466,West Bengal,regular,2014-01-30,11.567,Assam Flood Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,4,94.29,89.03,0.0591,377.16,2025-08-25 10:44:33,Bank Transfer (NEFT),0,
INV-014450,VEND-0341,Himachal Pradesh,core,2013-07-02,13.04,Himachal Cloudburst Relief 2026,Shelter & NFI,Sleeping Mat,unit,10,237.09,248.24,-0.0449,2370.9,2026-07-17 18:41:10,Bank Transfer (NEFT),0,
INV-014451,VEND-0052,Kerala,core,2014-12-09,10.355,Maharashtra Drought Relief 2025,Clothing & Bedding,Bedsheet,unit,35,198.35,206.81,-0.0409,6942.25,2025-04-17 10:56:06,UPI,0,
INV-014452,VEND-0113,Odisha,regular,2013-12-14,11.734,Kerala Landslide Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,1,6793.84,6897.35,-0.015,6793.84,2025-09-08 9:29:06,Bank Transfer (NEFT),0,
INV-014453,VEND-0332,West Bengal,regular,2021-08-08,4.318,Odisha Cyclone Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,105,88.83,96.83,-0.0826,9327.15,2025-12-02 13:04:44,Bank Transfer (RTGS),0,
INV-014454,VEND-0591,Odisha,occasional,2014-07-15,11.069,Maharashtra Drought Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,7,6501.73,6790.73,-0.0426,45512.11,2025-08-09 17:47:13,Cheque,0,
INV-014455,VEND-0085,Kerala,core,2019-03-06,6.656,Odisha Cyclone Relief 2025,Food & Nutrition,Wheat Flour (kg),kg,827,33.99,35.38,-0.0393,28109.73,2025-10-31 12:19:53,Bank Transfer (NEFT),0,
INV-014456,VEND-0415,Maharashtra,core,2024-08-25,0.597,Maharashtra Drought Relief 2025,WASH,Bleaching Powder (kg),kg,755,64.97,63.84,0.0177,49052.35,2025-03-31 13:18:49,Cheque,0,
INV-014457,VEND-0051,Assam,regular,2022-06-11,3.209,Maharashtra Drought Relief 2025,Food & Nutrition,Sugar (kg),kg,539,43.39,47.58,-0.0881,23387.21,2025-08-26 18:16:43,Bank Transfer (NEFT),0,
INV-014458,VEND-0229,Assam,regular,2016-07-16,9.298,Odisha Cyclone Relief 2025,WASH,Jerry Can 20L,unit,28,229.42,200.82,0.1424,6423.76,2025-11-02 19:12:50,Bank Transfer (NEFT),0,
INV-014459,VEND-0354,Maharashtra,regular,2015-07-12,10.984,Assam Flood Relief 2026,Shelter & NFI,Blanket,unit,6,406.84,364.52,0.1161,2441.04,2026-07-06 21:09:54,UPI,0,
INV-014460,VEND-0350,Himachal Pradesh,core,2017-05-05,8.225,Kerala Landslide Relief 2025,Medical & Health,First Aid Kit,kit,10,571.43,578.51,-0.0122,5714.3,2025-07-26 15:51:13,Bank Transfer (NEFT),0,
INV-014461,VEND-0369,Bihar,regular,2019-07-27,6.051,Maharashtra Drought Relief 2025,Shelter & NFI,Sleeping Mat,unit,158,227.49,210.4,0.0812,35943.42,2025-08-14 7:20:08,Bank Transfer (NEFT),0,
INV-014462,VEND-0621,Kerala,occasional,2013-08-02,11.943,Maharashtra Drought Relief 2025,Shelter & NFI,Family Tent,unit,18,5204.92,4802.99,0.0837,93688.56,2025-07-12 1:49:29,Bank Transfer (NEFT),0,
INV-014463,VEND-0392,West Bengal,core,2016-06-07,9.533,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,6,596.32,570.17,0.0459,3577.92,2025-12-19 10:21:50,Bank Transfer (RTGS),0,
INV-014464,VEND-0490,Himachal Pradesh,regular,2023-06-21,2.185,Kerala Landslide Relief 2025,Shelter & NFI,Solar Lantern,unit,20,770.58,732.43,0.0521,15411.6,2025-08-27 11:09:24,UPI,0,
INV-014465,VEND-0099,Assam,core,2023-08-21,2.858,Assam Flood Relief 2026,Food & Nutrition,Salt (kg),kg,949,21.83,20.27,0.077,20716.67,2026-06-30 12:27:58,Bank Transfer (NEFT),0,
INV-014466,VEND-0318,Bihar,regular,2014-12-27,10.694,Kerala Landslide Relief 2025,WASH,Water Purification Tablet (strip),strip,534,13.95,14.83,-0.0593,7449.3,2025-09-06 16:22:14,Bank Transfer (RTGS),0,
INV-014467,VEND-0646,Assam,occasional,2019-06-15,5.878,Maharashtra Drought Relief 2025,Shelter & NFI,Blanket,unit,7,344.68,336.79,0.0234,2412.76,2025-05-01 9:02:04,Bank Transfer (NEFT),0,
INV-014468,VEND-0485,Himachal Pradesh,core,2014-02-11,11.485,Kerala Landslide Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,13,7505.62,7436.81,0.0093,97573.06,2025-08-07 19:20:59,Bank Transfer (NEFT),0,
INV-014469,VEND-0633,Himachal Pradesh,core,2022-05-08,4.246,Assam Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,34,252.01,259.51,-0.0289,8568.34,2026-08-06 7:40:02,Bank Transfer (RTGS),0,
INV-014470,VEND-0250,Assam,regular,2013-03-10,13.298,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,11,429.27,447.58,-0.0409,4721.97,2026-06-27 12:53:14,Bank Transfer (NEFT),0,
INV-014471,VEND-0028,Assam,core,2020-10-06,5.029,Odisha Cyclone Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,266,12.77,13.08,-0.0237,3396.82,2025-10-17 9:26:13,Cheque,0,
INV-014472,VEND-0002,Kerala,regular,2019-08-24,6.82,Bihar Flood Relief 2026,Food & Nutrition,Ready-to-eat Meal Packet,packet,363,73.07,74.11,-0.014,26524.41,2026-06-19 15:31:12,Bank Transfer (NEFT),0,
INV-014473,VEND-0060,Kerala,core,2015-04-20,11.261,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,288,66.95,70.21,-0.0464,19281.6,2026-07-24 10:37:57,Bank Transfer (NEFT),0,
INV-014474,VEND-0204,Kerala,core,2017-11-02,8.047,Odisha Cyclone Relief 2025,Shelter & NFI,Blanket,unit,70,364.66,361.01,0.0101,25526.2,2025-11-19 13:01:23,UPI,0,
INV-014475,VEND-0339,Odisha,core,2024-06-15,2.067,Bihar Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,3,549.67,578.52,-0.0499,1649.01,2026-07-10 10:45:54,Cheque,0,
INV-014476,VEND-0237,Odisha,regular,2014-02-23,11.28,Assam Flood Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,20,461.4,404.85,0.1397,9228,2025-06-05 11:22:51,Bank Transfer (NEFT),0,
INV-014477,VEND-0231,Assam,core,2025-01-30,1.454,Assam Flood Relief 2026,Shelter & NFI,Family Tent,unit,13,4734.91,4732.19,0.0006,61553.83,2026-07-15 7:09:13,Bank Transfer (NEFT),0,
INV-014478,VEND-0583,Odisha,core,2017-03-14,9.331,Assam Flood Relief 2026,Clothing & Bedding,Bedsheet,unit,18,198.27,198.61,-0.0017,3568.86,2026-07-13 16:24:41,Bank Transfer (NEFT),0,
INV-014479,VEND-0229,Assam,regular,2016-07-16,9.963,Assam Flood Relief 2026,WASH,Bathing Soap,unit,7,33,32.23,0.0239,231,2026-07-03 13:33:46,Bank Transfer (NEFT),0,
INV-014480,VEND-0492,West Bengal,regular,2022-06-29,3.274,Kerala Landslide Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,15,1209.34,1010.98,0.1962,18140.1,2025-10-07 15:06:09,UPI,0,
INV-014481,VEND-0321,Odisha,occasional,2022-09-26,3.699,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,44,3394.83,4538.77,-0.252,149372.52,2026-06-08 9:01:19,Bank Transfer (NEFT),0,
INV-014482,VEND-0647,Odisha,core,2019-12-12,6.505,Bihar Flood Relief 2026,Shelter & NFI,Blanket,unit,50,337.89,344.09,-0.018,16894.5,2026-06-14 21:13:07,UPI,0,
INV-014483,VEND-0365,Bihar,regular,2013-01-29,13.451,Bihar Flood Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,26,78.36,86.22,-0.0912,2037.36,2026-07-13 16:28:03,Cheque,0,
INV-014484,VEND-0568,Himachal Pradesh,core,2018-02-19,7.129,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,1105,112.61,103.08,0.0925,124434.05,2025-04-07 21:41:47,UPI,0,
INV-014485,VEND-0118,Bihar,occasional,2014-12-16,11.548,Bihar Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,11,11.83,15.13,-0.2181,130.13,2026-07-04 11:49:07,Bank Transfer (NEFT),0,
INV-014486,VEND-0442,Himachal Pradesh,regular,2012-07-23,13.054,Maharashtra Drought Relief 2025,WASH,Water Purification Tablet (strip),strip,39,18.36,17.27,0.0631,716.04,2025-08-12 15:45:24,Bank Transfer (NEFT),0,
INV-014487,VEND-0171,West Bengal,regular,2020-05-19,5.394,Odisha Cyclone Relief 2025,Food & Nutrition,Cooking Oil (litre),litre,71,149.46,148.62,0.0057,10611.66,2025-10-10 14:24:36,Bank Transfer (NEFT),0,
INV-014488,VEND-0279,Assam,occasional,2020-04-12,5.339,Kerala Landslide Relief 2025,WASH,Jerry Can 20L,unit,10,182.75,200.94,-0.0905,1827.5,2025-08-14 11:42:51,Cheque,0,
INV-014489,VEND-0193,Assam,core,2018-11-06,6.598,Assam Flood Relief 2025,Food & Nutrition,Rice (kg),kg,147,41.99,41.46,0.0128,6172.53,2025-06-12 15:27:44,Bank Transfer (NEFT),0,
INV-014490,VEND-0239,Maharashtra,core,2021-05-05,4.318,Kerala Landslide Relief 2025,Food & Nutrition,Nutrition Supplement Sachet,sachet,137,22.35,24.13,-0.0738,3061.95,2025-08-29 10:08:28,Bank Transfer (NEFT),0,
INV-014491,VEND-0553,Bihar,regular,2019-02-26,6.445,Maharashtra Drought Relief 2025,Clothing & Bedding,Adult Clothing Set,set,37,628.94,372.52,0.6883,23270.78,2025-08-07 19:51:07,Bank Transfer (NEFT),1,high_price_deviation
INV-014492,VEND-0215,Odisha,occasional,2021-11-02,4.794,Assam Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,21,932.76,990.37,-0.0582,19587.96,2026-08-19 14:53:48,UPI,0,
INV-014493,VEND-0211,Kerala,regular,2018-03-30,7.54,Kerala Landslide Relief 2025,WASH,ORS Packet,packet,429,18.94,19.95,-0.0506,8125.26,2025-10-13 18:05:20,UPI,0,
INV-014494,VEND-0429,Bihar,core,2023-08-30,1.517,Maharashtra Drought Relief 2025,Clothing & Bedding,Children's Clothing Set,set,31,259.43,251.42,0.0319,8042.33,2025-03-06 16:46:18,Cheque,0,
INV-014495,VEND-0598,West Bengal,regular,2013-08-18,12.203,Odisha Cyclone Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,8,214.41,228,-0.0596,1715.28,2025-10-31 15:28:23,Cheque,0,
INV-014496,VEND-0628,Assam,core,2016-05-19,9.577,Odisha Cyclone Relief 2025,Shelter & NFI,Blanket,unit,8,366.56,350.86,0.0447,2932.48,2025-12-16 16:33:42,Bank Transfer (NEFT),0,
INV-014497,VEND-0158,Bihar,regular,2019-12-09,6.639,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,13,368.41,403.04,-0.0859,4789.33,2026-07-30 9:59:17,Bank Transfer (NEFT),0,
INV-014498,VEND-0114,Himachal Pradesh,regular,2015-05-04,11.154,Assam Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,10,1103.13,1109.18,-0.0055,11031.3,2026-06-29 10:23:05,Bank Transfer (RTGS),0,
INV-014499,VEND-0135,Kerala,regular,2022-04-19,3.201,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,7,44.51,44.73,-0.0049,311.57,2025-07-01 8:09:37,Cheque,0,
INV-014500,VEND-0098,Maharashtra,core,2014-05-18,11.195,Assam Flood Relief 2025,Food & Nutrition,Wheat Flour (kg),kg,419,30.61,34.85,-0.1217,12825.59,2025-07-28 11:44:24,UPI,0,
INV-014501,VEND-0308,Maharashtra,regular,2018-06-06,8.104,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,49,67.28,67.02,0.0039,3296.72,2026-07-14 17:01:48,UPI,0,
INV-014502,VEND-0205,Maharashtra,core,2016-12-29,8.851,Odisha Cyclone Relief 2025,WASH,ORS Packet,packet,396,18.78,19.62,-0.0428,7436.88,2025-11-05 13:11:43,Bank Transfer (NEFT),0,
INV-014503,VEND-0272,Kerala,regular,2021-09-30,3.513,Maharashtra Drought Relief 2025,Food & Nutrition,Sugar (kg),kg,734,50.08,49.51,0.0115,36758.72,2025-04-05 16:05:10,Cheque,0,
INV-014504,VEND-0188,Assam,core,2023-01-25,3.504,Bihar Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,9,609.01,628.42,-0.0309,5481.09,2026-07-28 18:52:09,Bank Transfer (NEFT),0,
INV-014505,VEND-0362,Maharashtra,core,2021-11-28,4.589,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,45,46.43,44.98,0.0322,2089.35,2026-07-01 15:41:23,Cheque,0,
INV-014506,VEND-0202,Odisha,occasional,2013-03-31,13.298,Himachal Cloudburst Relief 2026,WASH,Bleaching Powder (kg),kg,411,63.72,64.23,-0.0079,26188.92,2026-07-18 13:20:14,Bank Transfer (NEFT),0,
INV-014507,VEND-0476,Assam,regular,2016-02-05,9.38,Maharashtra Drought Relief 2025,Shelter & NFI,Rope (50m coil),coil,18,240.86,249.65,-0.0352,4335.48,2025-06-23 15:47:24,Bank Transfer (RTGS),0,
INV-014508,VEND-0339,Odisha,core,2024-06-15,1.144,Kerala Landslide Relief 2025,Food & Nutrition,Cooking Oil (litre),litre,132,137.67,147.44,-0.0663,18172.44,2025-08-07 15:34:07,Bank Transfer (NEFT),0,
INV-014509,VEND-0273,Himachal Pradesh,core,2014-02-19,12.46,Assam Flood Relief 2026,WASH,Bathing Soap,unit,36,36.77,33.48,0.0983,1323.72,2026-08-06 10:00:57,Cheque,0,
INV-014510,VEND-0149,Himachal Pradesh,regular,2014-05-28,12.148,Bihar Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,10,735.92,757.42,-0.0284,7359.2,2026-07-21 16:03:34,Bank Transfer (RTGS),0,
INV-014511,VEND-0425,Bihar,regular,2022-10-07,3.688,Assam Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,37,50.14,46.96,0.0677,1855.18,2026-06-15 14:01:40,Bank Transfer (RTGS),0,
INV-014512,VEND-0393,Maharashtra,regular,2022-08-02,3.014,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,5,607.34,599.5,0.0131,3036.7,2025-08-07 14:17:41,UPI,0,
INV-014513,VEND-0292,Kerala,core,2018-10-29,6.68,Assam Flood Relief 2025,Shelter & NFI,Rope (50m coil),coil,10,254.94,268.21,-0.0495,2549.4,2025-07-04 13:40:41,UPI,0,
INV-014514,VEND-0449,Himachal Pradesh,core,2018-06-16,7.132,Maharashtra Drought Relief 2025,Food & Nutrition,Sugar (kg),kg,1562,51.47,51.49,-0.0004,80396.14,2025-08-03 14:33:59,Bank Transfer (NEFT),0,
INV-014515,VEND-0152,Assam,occasional,2016-08-30,9.843,Bihar Flood Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,25,87.82,93.93,-0.065,2195.5,2026-07-04 8:43:19,UPI,0,
INV-014516,VEND-0635,Odisha,core,2019-09-07,6.875,Bihar Flood Relief 2026,WASH,Sanitary Napkin Pack,pack,112,55.2,56.56,-0.024,6182.4,2026-07-23 13:21:27,Bank Transfer (NEFT),0,
INV-014517,VEND-0611,Assam,regular,2022-11-28,3.581,Bihar Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,679,16.37,16.5,-0.0079,11115.23,2026-06-28 10:20:40,UPI,0,
INV-014518,VEND-0333,Assam,regular,2013-03-24,12.372,Maharashtra Drought Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,18,219.41,232.15,-0.0549,3949.38,2025-08-07 16:01:23,Bank Transfer (NEFT),0,
INV-014519,VEND-0258,Himachal Pradesh,core,2012-08-03,13.875,Assam Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,68,238.38,246.42,-0.0326,16209.84,2026-06-19 11:38:49,Bank Transfer (NEFT),0,
INV-014520,VEND-0409,Odisha,core,2019-08-15,5.955,Assam Flood Relief 2025,WASH,ORS Packet,packet,499,16.92,18.28,-0.0744,8443.08,2025-07-29 10:50:57,Bank Transfer (NEFT),0,
INV-014521,VEND-0205,Maharashtra,core,2016-12-29,9.558,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,973,73.61,69.72,0.0558,71622.53,2026-07-21 14:29:11,UPI,0,
